train_loss,val_acc,epochs
0.7745559100844409,0.7886666666666666,1
0.6383061939294206,0.8224444444444444,2
0.5286498311616513,0.8308888888888889,3
0.4092465996919567,0.8381111111111111,4
0.2931952432224287,0.8321111111111111,5
0.19644996978675777,0.8315555555555556,6
0.12787402886994684,0.8364444444444444,7
0.07543940649442783,0.8272222222222222,8
0.039804557230055305,0.8318888888888889,9
0.020537531190922213,0.8322222222222222,10
